rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_bmassj,st_dist,st_teff,st_mass
1796,Kepler-1624,Transit,1,3.29030452,,,199,3636,0.5
1797,Kepler-1625,Transit,1,287.378949,,,1213,5677,0.96
1798,Kepler-1626,Transit,1,4.13962966,,,1718,6826,1.51
1799,Kepler-1627,Transit,1,7.20283653,,,311,5445,0.87
1800,Kepler-1628,Transit,1,76.378033,,,352,3724,0.55
1801,Kepler-1629,Transit,1,3.87595807,,,390,5776,1.01
1802,Kepler-163,Transit,2,7.810937,0.078,,,5776,0.96
1803,Kepler-163,Transit,2,21.347262,0.152,,,5776,0.96
1804,Kepler-1630,Transit,1,509.997402,,,278,4736,0.66
1805,Kepler-1631,Transit,1,4.09513932,,,1190,5679,0.97
1806,Kepler-1632,Transit,1,448.303558,,,584,6137,1.12
1807,Kepler-1633,Transit,1,186.404271,,,811,6256,1.2
1808,Kepler-1634,Transit,1,374.876239,,,654,5474,0.92
1809,Kepler-1635,Transit,1,469.63111,,,1084,5347,0.89
1810,Kepler-1636,Transit,1,425.47785,,,1567,5797,1.01
1811,Kepler-1637,Transit,1,6.10960324,,,506,5789,1.02
1812,Kepler-1638,Transit,1,259.33683,,,879,5710,0.97
1813,Kepler-1639,Transit,1,9.878482,,,1168,6150,1.12
1814,Kepler-164,Transit,3,5.03503,0.058,,,5888,1.11
1815,Kepler-164,Transit,3,10.945723,0.097,,,5888,1.11
1816,Kepler-164,Transit,3,28.986769,0.187,,,5888,1.11
1817,Kepler-1640,Transit,1,7.5844126,,,1379,6324,1.27
1818,Kepler-1641,Transit,2,19.672266,,,961,6152,1.12
1819,Kepler-1641,Transit,2,32.657212,,,961,6152,1.12
1820,Kepler-1642,Transit,2,12.2057513,,,447,5355,0.88
1821,Kepler-1642,Transit,2,6.6513802,,,447,5355,0.88
1822,Kepler-1643,Transit,1,5.34264507,,,414,5508,0.92
1823,Kepler-1644,Transit,1,21.0907758,,,592,5499,0.89
1824,Kepler-1645,Transit,1,16.1779561,,,844,5812,1.02
1825,Kepler-1646,Transit,1,4.48558383,,,81,3299,0.24
1826,Kepler-1647,Transit,1,1107.5923,2.7205,1.51968,,6210,1.22
1827,Kepler-1649,Transit,1,8.68909,0.0514,,,3240,0.22
1828,Kepler-165,Transit,2,8.180848,0.072,,,5211,
1829,Kepler-165,Transit,2,15.31299,0.11,,,5211,
1830,Kepler-1650,Transit,1,1.53818001,,,120.5,3410,0.33
1831,Kepler-1651,Transit,1,9.87863917,,,69.4,3713,0.52
1832,Kepler-1652,Transit,1,38.09722,0.1654,,252,3638,0.4
1833,Kepler-1653,Transit,1,140.2524,0.4706,,755,4807,0.72
1834,Kepler-166,Transit,3,7.650254,0.072,,,5413,
1835,Kepler-166,Transit,3,34.260281,0.195,,,5413,
1836,Kepler-166,Transit,3,1.55400393,,,,5413,
1837,Kepler-167,Transit,4,4.3931632,0.0483,,330,4890,0.77
1838,Kepler-167,Transit,4,7.406114,0.0684,,330,4890,0.77
1839,Kepler-167,Transit,4,21.803855,0.1405,,330,4890,0.77
1840,Kepler-167,Transit,4,1071.23228,1.89,,330,4890,0.77
1841,Kepler-168,Transit,2,4.425391,0.056,,,6282,
1842,Kepler-168,Transit,2,13.193242,0.116,,,6282,
1843,Kepler-169,Transit,5,3.250619,0.04,,,4997,0.86
1844,Kepler-169,Transit,5,6.195469,0.062,,,4997,0.86
1845,Kepler-169,Transit,5,8.348125,0.075,,,4997,0.86
1846,Kepler-169,Transit,5,13.767102,0.105,,,4997,0.86
1847,Kepler-169,Transit,5,87.090195,0.359,,,4997,0.86
1848,Kepler-17,Transit,1,1.4857108,0.02591,2.45,800,5781,1.16
1849,Kepler-170,Transit,2,7.930592,0.08,,,5679,
1850,Kepler-170,Transit,2,16.665863,0.131,,,5679,
1851,Kepler-171,Transit,3,4.166972,0.05,,,5642,
1852,Kepler-171,Transit,3,11.463462,0.098,,,5642,
1853,Kepler-171,Transit,3,39.595519,0.223,,,5642,
1854,Kepler-172,Transit,4,2.940309,0.04,,,5526,0.86
1855,Kepler-172,Transit,4,6.388996,0.068,,,5526,0.86
1856,Kepler-172,Transit,4,14.627119,0.118,,,5526,0.86
1857,Kepler-172,Transit,4,35.118736,0.211,,,5526,0.86
1858,Kepler-173,Transit,2,4.263742,0.048,,,6031,0.78
1859,Kepler-173,Transit,2,8.005777,0.074,,,6031,0.78
1860,Kepler-174,Transit,3,13.98179,0.1,,,4880,
1861,Kepler-174,Transit,3,44.000529,0.214,,,4880,
1862,Kepler-174,Transit,3,247.35373,0.677,,,4880,
1863,Kepler-175,Transit,2,11.903515,0.105,,,6064,1.04
1864,Kepler-175,Transit,2,34.035257,0.213,,,6064,1.04
1865,Kepler-176,Transit,4,5.433074,0.058,,,5232,
1866,Kepler-176,Transit,4,12.759712,0.102,,,5232,
1867,Kepler-176,Transit,4,25.751974,0.163,,,5232,
1868,Kepler-176,Transit,4,51.16579,,,,5232,
1869,Kepler-177,Transit,2,36.855,,0.006,,5942,1.07
1870,Kepler-177,Transit,2,49.412,,0.024,,5942,1.07
1871,Kepler-178,Transit,3,9.576694,0.085,,,5676,
1872,Kepler-178,Transit,3,20.552802,0.142,,,5676,
1873,Kepler-178,Transit,3,96.678988,0.397,,,5676,
1874,Kepler-179,Transit,2,2.735926,0.036,,,5302,
1875,Kepler-179,Transit,2,6.40013,0.064,,,5302,
1876,Kepler-18,Transit,3,3.504725,0.0447,0.022,,5345,0.97
1877,Kepler-18,Transit,3,7.64159,0.0752,0.054,,5345,0.97
1878,Kepler-18,Transit,3,14.85888,0.1172,0.052,,5345,0.97
1879,Kepler-180,Transit,2,13.817124,0.109,,,5731,0.84
1880,Kepler-180,Transit,2,41.885775,0.229,,,5731,0.84
1881,Kepler-181,Transit,2,3.137873,0.04,,,5333,
1882,Kepler-181,Transit,2,4.302149,0.049,,,5333,
1883,Kepler-182,Transit,2,9.825792,0.096,,,6250,1.14
1884,Kepler-182,Transit,2,20.684342,0.157,,,6250,1.14
1885,Kepler-183,Transit,2,5.687945,0.064,,,5888,
1886,Kepler-183,Transit,2,11.637071,0.103,,,5888,
1887,Kepler-184,Transit,3,10.687576,0.092,,,5788,
1888,Kepler-184,Transit,3,20.303005,0.141,,,5788,
1889,Kepler-184,Transit,3,29.022358,0.179,,,5788,
1890,Kepler-185,Transit,2,1.6329,0.026,,,5208,0.79
1891,Kepler-185,Transit,2,20.729042,0.139,,,5208,0.79
1892,Kepler-186,Transit,5,3.8867907,0.0343,,172,3755,0.54
1893,Kepler-186,Transit,5,7.267302,0.0451,,172,3755,0.54
1894,Kepler-186,Transit,5,13.342996,0.0781,,172,3755,0.54
1895,Kepler-186,Transit,5,22.407704,0.11,,172,3755,0.54
1896,Kepler-186,Transit,5,129.9441,0.432,,172,3755,0.54
1897,Kepler-187,Transit,2,4.938864,0.059,,,6105,0.85
1898,Kepler-187,Transit,2,10.640263,0.099,,,6105,0.85
1899,Kepler-188,Transit,2,2.061897,0.032,,,6021,
1900,Kepler-188,Transit,2,5.996553,0.066,,,6021,
1901,Kepler-189,Transit,2,10.399931,0.088,,,5235,0.79
1902,Kepler-189,Transit,2,20.134866,0.137,,,5235,0.79
1903,Kepler-19,Transit,3,9.28716,,0.02643,2119,5544,0.94
1904,Kepler-19,Transit Timing Variations,3,28.731,,0.04122,2119,5544,0.94
1905,Kepler-19,Radial Velocity,3,62.95,,0.07079,2119,5544,0.94
1906,Kepler-190,Transit,2,2.019999,0.03,,,5106,0.84
1907,Kepler-190,Transit,2,3.763024,0.045,,,5106,0.84
1908,Kepler-191,Transit,3,9.939632,0.087,,,5282,0.85
1909,Kepler-191,Transit,3,17.738506,0.128,,,5282,0.85
1910,Kepler-191,Transit,3,5.94504102,,,,5282,0.85
1911,Kepler-192,Transit,3,9.926746,0.09,,,5479,
1912,Kepler-192,Transit,3,21.2234,0.15,,,5479,
1913,Kepler-192,Transit,3,6.47027579,,,,5479,
1914,Kepler-193,Transit,2,11.38848,0.106,,,6335,
1915,Kepler-193,Transit,2,50.697494,0.286,,,6335,
1916,Kepler-194,Transit,3,2.092281,0.032,,,6089,
1917,Kepler-194,Transit,3,17.308032,0.131,,,6089,
1918,Kepler-194,Transit,3,52.814973,0.275,,,6089,
1919,Kepler-195,Transit,2,8.307872,0.077,,,5329,
1920,Kepler-195,Transit,2,34.096863,0.197,,,5329,
1921,Kepler-196,Transit,2,20.739886,0.138,,,5128,
1922,Kepler-196,Transit,2,47.427737,0.24,,,5128,
1923,Kepler-197,Transit,4,5.599308,0.06,,,6004,
1924,Kepler-197,Transit,4,10.349695,0.09,,,6004,
1925,Kepler-197,Transit,4,15.677563,0.119,,,6004,
1926,Kepler-197,Transit,4,25.209715,0.164,,,6004,
1927,Kepler-198,Transit,3,17.790037,0.131,,,5574,0.93
1928,Kepler-198,Transit,3,49.567416,0.259,,,5574,0.93
1929,Kepler-198,Transit,3,1.31184443,,,,5574,0.93
1930,Kepler-199,Transit,2,23.637604,0.158,,,5644,
1931,Kepler-199,Transit,2,67.093408,0.316,,,5644,
1932,Kepler-20,Transit,6,3.69611525,0.0463,0.03052,290,5495,0.95
1933,Kepler-20,Transit,6,10.85409089,0.0949,0.04012,290,5495,0.95
1934,Kepler-20,Transit,6,77.61130017,0.3506,0.03168,290,5495,0.95
1935,Kepler-20,Transit,6,6.09852281,0.0639,,290,5495,0.95
1936,Kepler-20,Transit,6,19.57758478,0.1396,,290,5495,0.95
1937,Kepler-20,Radial Velocity,6,34.94,0.2055,0.0628,290,5495,0.95
1938,Kepler-200,Transit,2,8.594805,0.08,,,5678,
1939,Kepler-200,Transit,2,10.222157,0.09,,,5678,
1940,Kepler-201,Transit,2,25.672083,0.175,,,6065,1.17
1941,Kepler-201,Transit,2,151.884058,0.573,,,6065,1.17
1942,Kepler-202,Transit,2,4.069427,0.045,,,4668,
1943,Kepler-202,Transit,2,16.282493,0.113,,,4668,
1944,Kepler-203,Transit,3,3.162697,0.043,,,5821,0.98
1945,Kepler-203,Transit,3,5.370647,0.061,,,5821,0.98
1946,Kepler-203,Transit,3,11.32972,0.1,,,5821,0.98
1947,Kepler-204,Transit,2,14.400974,0.117,,,5812,0.96
1948,Kepler-204,Transit,2,25.660593,0.173,,,5812,0.96
1949,Kepler-205,Transit,2,2.75564,0.032,,,4321,
1950,Kepler-205,Transit,2,20.306546,0.122,,,4321,
1951,Kepler-206,Transit,3,7.781987,0.078,,,5764,0.94
1952,Kepler-206,Transit,3,13.137471,0.111,,,5764,0.94
1953,Kepler-206,Transit,3,23.44281,0.163,,,5764,0.94
1954,Kepler-207,Transit,3,1.611865,0.029,,,5920,
1955,Kepler-207,Transit,3,3.071571,0.044,,,5920,
1956,Kepler-207,Transit,3,5.868075,0.068,,,5920,
1957,Kepler-208,Transit,4,4.22864,0.054,,,6092,1.03
1958,Kepler-208,Transit,4,7.466623,0.079,,,6092,1.03
1959,Kepler-208,Transit,4,11.131786,0.103,,,6092,1.03
1960,Kepler-208,Transit,4,16.259458,0.132,,,6092,1.03
1961,Kepler-209,Transit,2,16.087845,0.122,,,5513,
1962,Kepler-209,Transit,2,41.749882,0.231,,,5513,
1963,Kepler-21,Transit,1,2.78578,0.042717,0.01598,113,6305,1.41
1964,Kepler-210,Transit,2,2.453234,0.032,,,4559,
1965,Kepler-210,Transit,2,7.972513,0.07,,,4559,
1966,Kepler-211,Transit,2,4.138575,0.048,,,5123,0.97
1967,Kepler-211,Transit,2,6.04045,0.062,,,5123,0.97
1968,Kepler-212,Transit,2,16.257582,0.133,,,5852,1.16
1969,Kepler-212,Transit,2,31.805174,0.207,,,5852,1.16
1970,Kepler-213,Transit,2,2.46236,0.036,,,5696,0.94
1971,Kepler-213,Transit,2,4.822962,0.057,,,5696,0.94
1972,Kepler-214,Transit,2,15.660544,0.13,,,6169,
1973,Kepler-214,Transit,2,28.7798,0.194,,,6169,
1974,Kepler-215,Transit,4,9.360672,0.084,,,5739,0.77
1975,Kepler-215,Transit,4,14.667108,0.113,,,5739,0.77
1976,Kepler-215,Transit,4,30.864423,0.185,,,5739,0.77
1977,Kepler-215,Transit,4,68.16101,0.314,,,5739,0.77
1978,Kepler-216,Transit,2,7.693641,0.079,,,6091,
1979,Kepler-216,Transit,2,17.406669,0.136,,,6091,
1980,Kepler-217,Transit,3,5.374943,0.065,,,6171,
1981,Kepler-217,Transit,3,8.586004,0.089,,,6171,
1982,Kepler-217,Transit,3,3.88689525,,,,6171,
1983,Kepler-218,Transit,3,3.619337,0.046,,,5502,
1984,Kepler-218,Transit,3,44.699576,0.248,,,5502,
1985,Kepler-218,Transit,3,124.5244647,,,,5502,
1986,Kepler-219,Transit,3,4.585512,0.057,,,5786,
1987,Kepler-219,Transit,3,22.714613,0.165,,,5786,
1988,Kepler-219,Transit,3,47.903645,0.272,,,5786,
1989,Kepler-22,Transit,1,289.8623,0.849,0.113,190,5518,0.97
1990,Kepler-220,Transit,4,4.159807,0.046,,,4632,
1991,Kepler-220,Transit,4,9.034199,0.076,,,4632,
1992,Kepler-220,Transit,4,28.122397,0.163,,,4632,
1993,Kepler-220,Transit,4,45.902733,0.226,,,4632,
1994,Kepler-221,Transit,4,2.795906,0.037,,,5243,0.72
1995,Kepler-221,Transit,4,5.690586,0.059,,,5243,0.72
1996,Kepler-221,Transit,4,10.04156,0.087,,,5243,0.72
1997,Kepler-221,Transit,4,18.369917,0.13,,,5243,0.72
1998,Kepler-222,Transit,3,3.936981,0.048,,,5433,
1999,Kepler-222,Transit,3,10.08881,0.091,,,5433,
2000,Kepler-222,Transit,3,28.081912,0.18,,,5433,
2001,Kepler-223,Transit,4,7.38449,,0.02328,,,1.12
2002,Kepler-223,Transit,4,9.84564,,0.01605,,,1.12
2003,Kepler-223,Transit,4,14.78869,,0.02517,,,1.12
2004,Kepler-223,Transit,4,19.72567,,0.0151,,,1.12
2005,Kepler-224,Transit,4,3.132924,0.038,,,5018,0.74
2006,Kepler-224,Transit,4,5.925003,0.058,,,5018,0.74
2007,Kepler-224,Transit,4,11.349393,0.089,,,5018,0.74
2008,Kepler-224,Transit,4,18.643577,0.124,,,5018,0.74
2009,Kepler-225,Transit,2,6.738975,0.056,,,3682,
2010,Kepler-225,Transit,2,18.794234,0.111,,,3682,
2011,Kepler-226,Transit,3,3.940997,0.047,,,5571,0.86
2012,Kepler-226,Transit,3,5.349555,0.058,,,5571,0.86
2013,Kepler-226,Transit,3,8.109044,0.076,,,5571,0.86
2014,Kepler-227,Transit,2,9.488015,0.09,,,5854,
2015,Kepler-227,Transit,2,54.418694,0.29,,,5854,
2016,Kepler-228,Transit,3,2.566546,0.038,,,6043,
2017,Kepler-228,Transit,3,4.134444,0.052,,,6043,
2018,Kepler-228,Transit,3,11.094286,0.101,,,6043,
2019,Kepler-229,Transit,3,6.252972,0.062,,,5120,
2020,Kepler-229,Transit,3,16.068638,0.117,,,5120,
2021,Kepler-229,Transit,3,41.194912,0.22,,,5120,
2022,Kepler-23,Transit,3,7.1073,0.075,0.8,800,5828,1.11
2023,Kepler-23,Transit,3,10.7421,0.099,2.7,800,5828,1.11
2024,Kepler-23,Transit,3,15.274299,0.124,,800,5828,1.11
2025,Kepler-230,Transit,2,32.625555,0.191,,,5588,
2026,Kepler-230,Transit,2,91.773242,0.38,,,5588,
2027,Kepler-231,Transit,2,10.065275,0.074,,,3767,0.58
2028,Kepler-231,Transit,2,19.271566,0.114,,,3767,0.58
2029,Kepler-232,Transit,2,4.431222,0.054,,,5847,
2030,Kepler-232,Transit,2,11.379349,0.101,,,5847,
2031,Kepler-233,Transit,2,8.472382,0.077,,,5360,
2032,Kepler-233,Transit,2,60.418955,0.287,,,5360,
2033,Kepler-234,Transit,2,2.711506,0.04,,,6224,
2034,Kepler-234,Transit,2,7.21205,0.077,,,6224,
2035,Kepler-235,Transit,4,3.340222,0.037,,369,4255,0.59
2036,Kepler-235,Transit,4,7.824904,0.065,,369,4255,0.59
2037,Kepler-235,Transit,4,20.060548,0.122,,369,4255,0.59
2038,Kepler-235,Transit,4,46.183669,0.213,,369,4255,0.59
2039,Kepler-236,Transit,2,8.295611,0.065,,,3750,0.56
2040,Kepler-236,Transit,2,23.968127,0.132,,,3750,0.56
2041,Kepler-237,Transit,2,4.715106,0.05,,,4861,0.7
2042,Kepler-237,Transit,2,8.103636,0.071,,,4861,0.7
2043,Kepler-238,Transit,5,2.090876,0.034,,,5751,1.06
2044,Kepler-238,Transit,5,6.155557,0.069,,,5751,1.06
2045,Kepler-238,Transit,5,13.233549,0.115,,,5751,1.06
2046,Kepler-238,Transit,5,23.654,,0.534,,5751,1.06
2047,Kepler-238,Transit,5,50.447,,0.042,,5751,1.06
2048,Kepler-239,Transit,2,11.763051,0.095,,,4914,0.74
2049,Kepler-239,Transit,2,56.228098,0.268,,,4914,0.74
2050,Kepler-24,Transit,4,8.1453,0.08,1.6,1200,5897,1.03
2051,Kepler-24,Transit,4,12.3335,0.106,1.6,1200,5897,1.03
2052,Kepler-24,Transit,4,4.244384,0.051,,1200,5897,1.03
2053,Kepler-24,Transit,4,18.998355,0.138,,1200,5897,1.03
2054,Kepler-240,Transit,2,4.144495,0.048,,,4985,
2055,Kepler-240,Transit,2,7.953528,0.074,,,4985,
2056,Kepler-241,Transit,2,12.718092,0.094,,,4699,
2057,Kepler-241,Transit,2,36.065978,0.189,,,4699,
2058,Kepler-242,Transit,2,8.20395,0.075,,,5020,
2059,Kepler-242,Transit,2,14.496481,0.109,,,5020,
2060,Kepler-243,Transit,2,5.715442,0.062,,,5228,0.89
2061,Kepler-243,Transit,2,20.026218,0.142,,,5228,0.89
2062,Kepler-244,Transit,3,4.311792,0.05,,,5554,
2063,Kepler-244,Transit,3,9.767292,0.087,,,5554,
2064,Kepler-244,Transit,3,20.050401,0.14,,,5554,
2065,Kepler-245,Transit,4,7.49019,0.071,,,5100,0.8
2066,Kepler-245,Transit,4,17.460812,0.124,,,5100,0.8
2067,Kepler-245,Transit,4,36.277108,0.202,,,5100,0.8
2068,Kepler-245,Transit,4,3.21982106,,,,5100,0.8
2069,Kepler-246,Transit,2,4.60182,0.052,,,5206,0.86
2070,Kepler-246,Transit,2,11.187161,0.095,,,5206,0.86
2071,Kepler-247,Transit,3,3.33616,0.042,,,5100,
2072,Kepler-247,Transit,3,9.439452,0.084,,,5100,
2073,Kepler-247,Transit,3,20.477912,0.14,,,5100,
2074,Kepler-248,Transit,2,6.308205,0.066,,,5190,
2075,Kepler-248,Transit,2,16.239494,0.123,,,5190,
2076,Kepler-249,Transit,3,3.306539,0.035,,,3568,
2077,Kepler-249,Transit,3,7.113702,0.058,,,3568,
2078,Kepler-249,Transit,3,15.368459,0.097,,,3568,
2079,Kepler-25,Transit,3,6.2385,,0.0302,,6270,1.19
2080,Kepler-25,Transit,3,12.7204,,0.0774,,6270,1.19
2081,Kepler-25,Radial Velocity,3,123,,0.283,,6270,1.19
2082,Kepler-250,Transit,3,4.148141,0.048,,,5160,0.8
2083,Kepler-250,Transit,3,7.156804,0.069,,,5160,0.8
2084,Kepler-250,Transit,3,17.648312,0.127,,,5160,0.8
2085,Kepler-251,Transit,4,4.790936,0.053,,,5526,0.91
2086,Kepler-251,Transit,4,16.514043,0.122,,,5526,0.91
2087,Kepler-251,Transit,4,30.133001,0.182,,,5526,0.91
2088,Kepler-251,Transit,4,99.640161,0.404,,,5526,0.91
2089,Kepler-252,Transit,2,6.668391,0.058,,,4208,0.52
2090,Kepler-252,Transit,2,10.848463,0.08,,,4208,0.52
2091,Kepler-253,Transit,3,3.783986,0.046,,,5208,
2092,Kepler-253,Transit,3,10.281951,0.089,,,5208,
2093,Kepler-253,Transit,3,18.119869,0.13,,,5208,
2094,Kepler-254,Transit,3,5.826662,0.064,,,5957,
2095,Kepler-254,Transit,3,12.412183,0.105,,,5957,
2096,Kepler-254,Transit,3,18.746477,0.139,,,5957,
2097,Kepler-255,Transit,3,5.714606,0.063,,,5573,0.97
2098,Kepler-255,Transit,3,9.946047,0.092,,,5573,0.97
2099,Kepler-255,Transit,3,1.04562266,,,,5573,0.97
2100,Kepler-256,Transit,4,1.620493,0.027,,,5551,1.02
2101,Kepler-256,Transit,4,3.38802,0.045,,,5551,1.02
2102,Kepler-256,Transit,4,5.839172,0.064,,,5551,1.02
2103,Kepler-256,Transit,4,10.681572,0.096,,,5551,1.02
2104,Kepler-257,Transit,3,2.382667,0.034,,,5180,
2105,Kepler-257,Transit,3,6.581484,0.066,,,5180,
2106,Kepler-257,Transit,3,24.664551,0.16,,,5180,
2107,Kepler-258,Transit,2,13.19722,0.103,,,4942,0.8
2108,Kepler-258,Transit,2,33.653079,0.193,,,4942,0.8
2109,Kepler-259,Transit,2,8.115317,0.079,,,5938,
2110,Kepler-259,Transit,2,36.924931,0.217,,,5938,
2111,Kepler-26,Transit,4,12.28,,0.01611,,3914,0.54
2112,Kepler-26,Transit,4,17.2559,,0.01951,,3914,0.54
2113,Kepler-26,Transit,4,3.543919,0.039,,,3914,0.54
2114,Kepler-26,Transit,4,46.827915,0.22,,,3914,0.54
2115,Kepler-260,Transit,2,8.187399,0.075,,,5250,0.88
2116,Kepler-260,Transit,2,76.050178,0.332,,,5250,0.88
2117,Kepler-261,Transit,2,10.381227,0.088,,,5098,0.87
2118,Kepler-261,Transit,2,24.570858,0.156,,,5098,0.87
2119,Kepler-262,Transit,2,13.060855,0.108,,,5841,
2120,Kepler-262,Transit,2,21.853722,0.152,,,5841,
2121,Kepler-263,Transit,2,16.568087,0.12,,,5265,
2122,Kepler-263,Transit,2,47.332773,0.242,,,5265,
2123,Kepler-264,Transit,2,40.806231,0.249,,,6158,1.32
2124,Kepler-264,Transit,2,140.101261,0.566,,,6158,1.32
2125,Kepler-265,Transit,4,6.846262,0.069,,,5835,1.03
2126,Kepler-265,Transit,4,17.028937,0.127,,,5835,1.03
2127,Kepler-265,Transit,4,43.130617,0.236,,,5835,1.03
2128,Kepler-265,Transit,4,67.831024,0.319,,,5835,1.03
2129,Kepler-266,Transit,2,6.61833,0.071,,,5885,0.99
2130,Kepler-266,Transit,2,107.723601,0.457,,,5885,0.99
2131,Kepler-267,Transit,3,3.353728,0.037,,,4258,0.56
2132,Kepler-267,Transit,3,6.87745,0.06,,,4258,0.56
2133,Kepler-267,Transit,3,28.464515,0.154,,,4258,0.56
2134,Kepler-268,Transit,2,25.934138,0.18,,,6081,
2135,Kepler-268,Transit,2,83.446393,0.391,,,6081,
2136,Kepler-269,Transit,2,5.326718,0.061,,,5847,0.98
2137,Kepler-269,Transit,2,8.127899,0.081,,,5847,0.98
2138,Kepler-27,Transit,2,15.3348,0.118,9.11,,5400,0.65
2139,Kepler-27,Transit,2,31.3309,0.191,13.8,,5400,0.65
2140,Kepler-270,Transit,2,11.476094,0.107,,,6067,
2141,Kepler-270,Transit,2,25.262887,0.18,,,6067,
2142,Kepler-271,Transit,3,5.217738,0.056,,,5524,
2143,Kepler-271,Transit,3,7.410935,0.071,,,5524,
2144,Kepler-271,Transit,3,5.24972541,,,,5524,
2145,Kepler-272,Transit,3,2.971353,0.038,,,5297,0.79
2146,Kepler-272,Transit,3,6.057342,0.061,,,5297,0.79
2147,Kepler-272,Transit,3,10.937304,0.091,,,5297,0.79
2148,Kepler-273,Transit,2,2.936532,0.037,,,5626,
2149,Kepler-273,Transit,2,8.014927,0.073,,,5626,
2150,Kepler-274,Transit,2,11.634788,0.101,,,6023,
2151,Kepler-274,Transit,2,33.197861,0.204,,,6023,
2152,Kepler-275,Transit,3,10.300682,0.098,,,6165,1.24
2153,Kepler-275,Transit,3,16.088134,0.132,,,6165,1.24
2154,Kepler-275,Transit,3,35.676062,0.224,,,6165,1.24
2155,Kepler-276,Transit,3,14.12841,0.119,,,6105,1.1
2156,Kepler-276,Transit,3,31.884,,0.052,,6105,1.1
2157,Kepler-276,Transit,3,48.648,,0.051,,6105,1.1
2158,Kepler-277,Transit,2,17.324,,0.275,,5946,1.12
2159,Kepler-277,Transit,2,33.006,,0.202,,5946,1.12
2160,Kepler-278,Transit,2,30.160546,0.207,,,4991,
2161,Kepler-278,Transit,2,51.078775,0.294,,,4991,
2162,Kepler-279,Transit,3,12.309681,0.112,,,6363,1.1
2163,Kepler-279,Transit,3,35.736,,0.155,,6363,1.1
2164,Kepler-279,Transit,3,54.414,,0.118,,6363,1.1
2165,Kepler-28,Transit,2,5.9123,0.062,1.51,,4590,0.75
2166,Kepler-28,Transit,2,8.9858,0.081,1.36,,4590,0.75
2167,Kepler-280,Transit,2,2.139542,0.032,,,5744,0.91
2168,Kepler-280,Transit,2,4.807091,0.056,,,5744,0.91
2169,Kepler-281,Transit,2,14.646008,0.117,,,5723,0.98
2170,Kepler-281,Transit,2,36.337373,0.215,,,5723,0.98
2171,Kepler-282,Transit,4,9.220524,0.082,,,5602,0.97
2172,Kepler-282,Transit,4,13.638723,0.106,,,5602,0.97
2173,Kepler-282,Transit,4,24.806,,0.192,,5602,0.97
2174,Kepler-282,Transit,4,44.347,,0.177,,5602,0.97
2175,Kepler-283,Transit,2,11.008151,0.082,,,4351,
2176,Kepler-283,Transit,2,92.743711,0.341,,,4351,
2177,Kepler-284,Transit,2,12.699149,0.104,,,5615,
2178,Kepler-284,Transit,2,37.514456,0.213,,,5615,
2179,Kepler-285,Transit,2,2.633867,0.036,,,5411,0.85
2180,Kepler-285,Transit,2,6.186676,0.064,,,5411,0.85
2181,Kepler-286,Transit,4,1.796302,0.027,,,5580,
2182,Kepler-286,Transit,4,3.468095,0.042,,,5580,
2183,Kepler-286,Transit,4,5.914323,0.061,,,5580,
2184,Kepler-286,Transit,4,29.221289,0.176,,,5580,
2185,Kepler-287,Transit,2,20.342199,0.145,,,5806,
2186,Kepler-287,Transit,2,44.851896,0.246,,,5806,
2187,Kepler-288,Transit,3,6.097326,0.065,,,5918,0.89
2188,Kepler-288,Transit,3,19.305772,0.14,,,5918,0.89
2189,Kepler-288,Transit,3,56.633742,0.287,,,5918,0.89
2190,Kepler-289,Transit,3,34.545,0.21,0.023,700,5990,1.08
2191,Kepler-289,Transit,3,125.8518,0.51,0.42,700,5990,1.08
2192,Kepler-289,Transit,3,66.0634,0.33,0.013,700,5990,1.08
2193,Kepler-29,Transit,2,10.3384,,0.01419,1400,5701,0.98
2194,Kepler-29,Transit,2,13.2884,,0.01259,1400,5701,0.98
2195,Kepler-290,Transit,2,14.589347,0.11,,,5147,
2196,Kepler-290,Transit,2,36.77031,0.205,,,5147,
2197,Kepler-291,Transit,2,3.546511,0.047,,,6002,1.03
2198,Kepler-291,Transit,2,5.700786,0.065,,,6002,1.03
2199,Kepler-292,Transit,5,2.580827,0.035,,,5299,0.88
2200,Kepler-292,Transit,5,3.715335,0.045,,,5299,0.88
2201,Kepler-292,Transit,5,7.055679,0.068,,,5299,0.88
2202,Kepler-292,Transit,5,11.97901,0.097,,,5299,0.88
2203,Kepler-292,Transit,5,20.834237,0.141,,,5299,0.88
2204,Kepler-293,Transit,2,19.254196,0.144,,,5804,1.01
2205,Kepler-293,Transit,2,54.155743,0.286,,,5804,1.01
2206,Kepler-294,Transit,2,3.701212,0.048,,,5913,
2207,Kepler-294,Transit,2,6.6264,0.071,,,5913,
2208,Kepler-295,Transit,3,12.645164,0.099,,,5603,
2209,Kepler-295,Transit,3,21.526258,0.142,,,5603,
2210,Kepler-295,Transit,3,33.884054,0.192,,,5603,
2211,Kepler-296,Transit,5,10.864384,0.079,,226,3740,0.5
2212,Kepler-296,Transit,5,5.8416366,0.0521,,226,3740,0.5
2213,Kepler-296,Transit,5,19.850291,0.118,,226,3740,0.5
2214,Kepler-296,Transit,5,34.14211,0.169,,226,3740,0.5
2215,Kepler-296,Transit,5,63.33627,0.255,,226,3740,0.5
