rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_bmassj,st_dist,st_teff,st_mass
3115,Kepler-865,Transit,1,14.16399294,,,664,5570,0.93
3116,Kepler-866,Transit,1,2.61703254,,,690,4751,0.75
3117,Kepler-867,Transit,1,150.242127,,,824,5541,0.92
3118,Kepler-868,Transit,1,5.03251791,,,1269,5614,0.93
3119,Kepler-869,Transit,1,40.4287755,,,957,5664,0.97
3120,Kepler-87,Transit,2,114.73635,0.481,1.02,,5600,1.1
3121,Kepler-87,Transit,2,191.2318,0.676,0.02,,5600,1.1
3122,Kepler-870,Transit,1,21.3587621,,,1231,5857,1.01
3123,Kepler-871,Transit,1,22.0459018,,,1695,5993,1.11
3124,Kepler-872,Transit,1,2.57885507,,,1114,5902,1.05
3125,Kepler-873,Transit,1,20.5533844,,,1397,6163,1.18
3126,Kepler-874,Transit,1,40.0686727,,,1072,6020,1.09
3127,Kepler-875,Transit,1,27.5073799,,,1244,5958,1.06
3128,Kepler-876,Transit,1,5.14438011,,,735,5060,0.81
3129,Kepler-877,Transit,1,18.45847097,,,572,5261,0.85
3130,Kepler-878,Transit,1,25.9422033,,,567,5044,0.81
3131,Kepler-879,Transit,1,33.3855938,,,772,5792,1.02
3132,Kepler-880,Transit,1,7.71468975,,,673,6761,1.46
3133,Kepler-881,Transit,1,4.44448017,,,1364,5961,1.06
3134,Kepler-882,Transit,1,3.98953967,,,525,5476,0.9
3135,Kepler-883,Transit,1,12.98495573,,,549,6116,1.06
3136,Kepler-884,Transit,1,5.69919514,,,420,5715,1
3137,Kepler-885,Transit,1,18.11472949,,,632,6187,1.21
3138,Kepler-886,Transit,1,6.24146367,,,857,6098,1.1
3139,Kepler-887,Transit,2,20.42228798,,,831,6194,1.19
3140,Kepler-887,Transit,2,7.63846023,,,831,6194,1.19
3141,Kepler-888,Transit,1,70.6979061,,,413,5875,0.97
3142,Kepler-889,Transit,1,3.744439,,,513,5961,1.14
3143,Kepler-890,Transit,1,52.75875577,,,1387,5954,1.09
3144,Kepler-891,Transit,1,53.44945593,,,1372,5887,1.06
3145,Kepler-892,Transit,1,13.7521072,,,640,4747,0.75
3146,Kepler-893,Transit,1,6.33855761,,,1216,5820,1
3147,Kepler-894,Transit,1,9.803224,,,1090,5603,0.87
3148,Kepler-895,Transit,1,2.80624233,,,516,4315,0.65
3149,Kepler-896,Transit,1,144.547396,,,896,5262,0.84
3150,Kepler-897,Transit,1,8.0472642,,,1147,5839,1.03
3151,Kepler-898,Transit,1,5.8706191,,,479,4223,0.65
3152,Kepler-899,Transit,1,19.17891293,,,1038,5595,0.93
3153,Kepler-9,Transit,3,19.24,0.14,0.252,650,5777,1.07
3154,Kepler-9,Transit,3,38.91,0.225,0.171,650,5777,1.07
3155,Kepler-9,Transit,3,1.592851,0.0273,,650,5777,1.07
3156,Kepler-900,Transit,1,6.9913086,,,505,4836,0.78
3157,Kepler-901,Transit,1,3.51749439,,,241,4184,0.59
3158,Kepler-902,Transit,1,40.1099547,,,904,5647,0.95
3159,Kepler-903,Transit,2,10.3507721,,,829,5682,0.98
3160,Kepler-903,Transit,2,62.9228557,,,829,5682,0.98
3161,Kepler-904,Transit,1,3.02166863,,,1151,6160,1.16
3162,Kepler-905,Transit,1,5.08274652,,,521,5461,0.95
3163,Kepler-906,Transit,1,41.6979976,,,758,6035,1.06
3164,Kepler-907,Transit,1,15.86621821,,,352,6106,1.08
3165,Kepler-908,Transit,1,1.34059747,,,250,5973,1.11
3166,Kepler-909,Transit,1,13.93290318,,,318,6154,1.17
3167,Kepler-91,Transit,1,6.24658,0.0731,0.81,1030,4550,1.31
3168,Kepler-910,Transit,1,2.36436901,,,402,6230,1.26
3169,Kepler-911,Transit,1,20.310501,,,567,6112,1.34
3170,Kepler-912,Transit,1,2.53475627,,,1265,5998,1.07
3171,Kepler-913,Transit,1,10.29672521,,,597,4687,0.63
3172,Kepler-914,Transit,1,4.40966548,,,678,5877,1.1
3173,Kepler-915,Transit,1,4.59489604,,,806,6173,1.21
3174,Kepler-916,Transit,1,32.2968798,,,769,5248,0.85
3175,Kepler-917,Transit,1,2.97041437,,,1027,5418,0.8
3176,Kepler-918,Transit,1,4.85386933,,,1245,6028,1.11
3177,Kepler-919,Transit,1,11.04603384,,,1219,6113,1.15
3178,Kepler-92,Transit,3,13.749,,0.202,,5883,1.21
3179,Kepler-92,Transit,3,26.723,,0.019,,5883,1.21
3180,Kepler-92,Transit,3,49.3568,,,,5883,1.21
3181,Kepler-920,Transit,2,6.53192704,,,926,5403,0.89
3182,Kepler-920,Transit,2,100.8274113,,,926,5403,0.89
3183,Kepler-921,Transit,1,51.300634,,,847,5663,0.93
3184,Kepler-922,Transit,1,0.93846683,,,558,5671,0.95
3185,Kepler-923,Transit,1,6.93366476,,,966,5988,1.11
3186,Kepler-924,Transit,1,61.0370117,,,995,6167,1.14
3187,Kepler-925,Transit,1,33.8678531,,,623,4673,0.77
3188,Kepler-926,Transit,1,52.0688601,,,771,5806,1.01
3189,Kepler-927,Transit,1,9.1149903,,,879,5743,0.99
3190,Kepler-928,Transit,1,3.9324613,,,532,4700,0.73
3191,Kepler-929,Transit,1,0.92103214,,,820,5869,1.01
3192,Kepler-93,Transit,2,4.72673978,0.053,0.01265,,5669,0.91
3193,Kepler-93,Radial Velocity,2,1460,,3,,5669,0.91
3194,Kepler-930,Transit,1,71.4517775,,,905,6335,1.25
3195,Kepler-931,Transit,1,8.03755877,,,490,5241,0.86
3196,Kepler-932,Transit,1,1.9214374,,,478,5331,0.87
3197,Kepler-933,Transit,1,14.20443009,,,922,5346,0.87
3198,Kepler-934,Transit,1,55.6738309,,,603,5001,0.81
3199,Kepler-935,Transit,1,4.88083852,,,482,4830,0.78
3200,Kepler-936,Transit,1,10.56134221,,,687,5482,0.92
3201,Kepler-937,Transit,2,67.668827,,,1482,6095,1.15
3202,Kepler-937,Transit,2,153.343364,,,1482,6095,1.15
3203,Kepler-938,Transit,1,52.6298417,,,861,5533,0.92
3204,Kepler-939,Transit,1,14.878296,,,1029,5471,0.88
3205,Kepler-94,Transit,2,2.50806,,0.034,,4781,0.81
3206,Kepler-94,Radial Velocity,2,820.3,,9.836,,4781,0.81
3207,Kepler-940,Transit,1,59.6225257,,,1317,5769,0.97
3208,Kepler-941,Transit,1,17.42395198,,,1105,5539,0.89
3209,Kepler-942,Transit,1,44.96417488,,,218,4861,0.81
3210,Kepler-943,Transit,1,49.7701438,,,1239,5612,0.93
3211,Kepler-944,Transit,1,43.3167737,,,1035,5409,0.86
3212,Kepler-945,Transit,1,31.0033814,,,1543,5718,0.97
3213,Kepler-946,Transit,1,11.79162572,,,918,5665,0.94
3214,Kepler-947,Transit,1,26.9644317,,,1188,5508,0.9
3215,Kepler-948,Transit,1,7.76846622,,,884,5679,0.96
3216,Kepler-949,Transit,1,8.6893073,,,572,5403,0.89
3217,Kepler-95,Transit,1,11.5231,,0.041,,5699,1.08
3218,Kepler-950,Transit,1,98.7180406,,,1489,5857,1.02
3219,Kepler-951,Transit,1,71.52530845,,,408,4834,0.77
3220,Kepler-952,Transit,1,130.3546919,,,1167,5730,1
3221,Kepler-953,Transit,2,88.40655258,,,240,5416,0.95
3222,Kepler-953,Transit,2,9.10967112,,,240,5416,0.95
3223,Kepler-954,Transit,1,16.78176602,,,224,4990,0.82
3224,Kepler-955,Transit,1,14.53244172,,,637,5350,0.89
3225,Kepler-956,Transit,1,5.24867263,,,631,6040,1.1
3226,Kepler-957,Transit,1,5.90741354,,,749,4963,0.81
3227,Kepler-958,Transit,1,9.7678805,,,467,5421,0.91
3228,Kepler-959,Transit,1,14.80074836,,,1003,7005,1.6
3229,Kepler-96,Transit,1,16.2385,,0.027,,5690,1
3230,Kepler-960,Transit,1,3.12686223,,,298,4755,0.77
3231,Kepler-961,Transit,1,16.87727414,,,607,5582,0.96
3232,Kepler-962,Transit,1,12.05707239,,,439,5478,0.93
3233,Kepler-963,Transit,1,9.97683705,,,786,5461,0.91
3234,Kepler-964,Transit,1,13.5225106,,,478,5427,0.93
3235,Kepler-965,Transit,1,134.2527298,,,618,5886,1.05
3236,Kepler-966,Transit,1,99.747622,,,773,5840,1.02
3237,Kepler-967,Transit,2,13.22713379,,,499,5178,0.84
3238,Kepler-967,Transit,2,198.7112502,,,499,5178,0.84
3239,Kepler-968,Transit,2,3.69298373,,,312,4598,0.76
3240,Kepler-968,Transit,2,5.70940492,,,312,4598,0.76
3241,Kepler-969,Transit,2,34.1731714,,,411,5214,0.92
3242,Kepler-969,Transit,2,1.6829346,,,411,5214,0.92
3243,Kepler-97,Transit,2,2.58664,,0.011,,5779,0.94
3244,Kepler-97,Radial Velocity,2,789,,1.08,,5779,0.94
3245,Kepler-970,Transit,1,16.73652231,,,350,4511,0.7
3246,Kepler-971,Transit,1,9.59070716,,,345,5431,0.88
3247,Kepler-972,Transit,1,7.03932553,,,1304,6146,1.15
3248,Kepler-973,Transit,1,49.6077331,,,297,5213,0.86
3249,Kepler-974,Transit,1,4.19449651,,,121,3687,0.52
3250,Kepler-975,Transit,1,1.97034246,,,404,4897,0.8
3251,Kepler-976,Transit,1,105.9564148,,,1020,5232,0.87
3252,Kepler-977,Transit,1,26.85328322,,,664,5315,0.87
3253,Kepler-978,Transit,1,49.6221509,,,624,6002,1.07
3254,Kepler-979,Transit,1,8.0880135,,,606,5310,0.87
3255,Kepler-98,Transit,1,1.54168,,0.011,,5539,0.99
3256,Kepler-980,Transit,1,11.55102504,,,804,5935,1.05
3257,Kepler-981,Transit,1,4.46975774,,,913,5718,0.98
3258,Kepler-982,Transit,1,15.7738221,,,702,6139,1.16
3259,Kepler-983,Transit,1,60.0855082,,,655,6052,1.13
3260,Kepler-984,Transit,1,43.0342272,,,461,5610,0.96
3261,Kepler-985,Transit,1,116.331901,,,741,5434,0.91
3262,Kepler-986,Transit,1,56.4349938,,,563,5642,0.96
3263,Kepler-987,Transit,1,105.3033148,,,936,5637,0.97
3264,Kepler-988,Transit,1,17.76080053,,,248,4005,0.55
3265,Kepler-989,Transit,1,7.96431535,,,484,5074,0.82
3266,Kepler-99,Transit,1,4.60358,,0.019,,4782,0.79
3267,Kepler-990,Transit,2,9.91723428,,,933,5948,1.05
3268,Kepler-990,Transit,2,0.53835431,,,933,5948,1.05
3269,Kepler-991,Transit,1,82.5342519,,,370,4392,0.64
3270,Kepler-992,Transit,1,20.16034462,,,268,4944,0.8
3271,Kepler-993,Transit,1,22.08557563,,,298,3843,0.57
3272,Kepler-994,Transit,1,1.15116651,,,170,3934,0.56
3273,Kepler-995,Transit,1,28.26731672,,,659,5206,0.83
3274,Kepler-996,Transit,1,3.77059058,,,1098,6014,1.09
3275,Kepler-997,Transit,1,2.70730672,,,470,6150,1.22
3276,Kepler-998,Transit,1,5.65377733,,,996,6058,1.12
3277,Kepler-999,Transit,1,5.99185702,,,568,6237,1.29
3278,LHS 1140,Transit,1,24.73712,0.0875,0.02092,12.47,3131,0.15
3279,LkCa 15,Imaging,2,,14.7,,,,
3280,LkCa 15,Imaging,2,,18.6,,,,
3281,Lupus-TR-3,Transit,1,3.91405,0.0464,0.81,2000,5000,0.87
3282,MASCARA-1,Transit,1,2.14878,0.043,3.7,188.7,7554,1.72
3283,MOA-2007-BLG-192L,Microlensing,1,,0.62,0.01,1000,,0.06
3284,MOA-2007-BLG-400L,Microlensing,1,,0.72,0.83,5800,,0.3
3285,MOA-2008-BLG-310L,Microlensing,1,,1.61,0.07362,7700,,0.21
3286,MOA-2008-BLG-379L,Microlensing,1,,3.3,4.1,3300,,0.56
3287,MOA-2009-BLG-266L,Microlensing,1,2774,3.2,0.033,3040,,0.56
3288,MOA-2009-BLG-319L,Microlensing,1,,2.4,0.16,6100,,0.38
3289,MOA-2009-BLG-387L,Microlensing,1,1982,1.82,2.56,5690,,0.19
3290,MOA-2010-BLG-073L,Microlensing,1,,1.21,11,2800,,0.16
3291,MOA-2010-BLG-328L,Microlensing,1,,0.92,0.02895,810,,0.11
3292,MOA-2010-BLG-353L,Microlensing,1,,1.72,0.27,6430,,0.18
3293,MOA-2010-BLG-477L,Microlensing,1,,2,1.5,2300,5950,0.67
3294,MOA-2011-BLG-028L,Microlensing,1,,4.14,0.09439,7380,,0.75
3295,MOA-2011-BLG-262L,Microlensing,1,,0.84,0.05663,7000,,0.12
3296,MOA-2011-BLG-293L,Microlensing,1,,1.1,4.8,7720,,0.86
3297,MOA-2011-BLG-322L,Microlensing,1,,4.3,11.6,7560,,0.39
3298,MOA-2012-BLG-006L,Microlensing,1,,10.2,8.4,5300,,0.49
3299,MOA-2012-BLG-505L,Microlensing,1,,0.9,0.02108,7210,,0.1
3300,MOA-2013-BLG-605L,Microlensing,1,,0.94,0.01007,,,0.03
3301,MOA-2016-BLG-227L,Microlensing,1,,1.67,2.8,6500,,0.29
3302,MOA-bin-1L,Microlensing,1,,8.3,3.7,5100,,0.75
3303,MXB 1658-298,Eclipse Timing Variations,1,760,1.613,23.7,,,1.98
3304,NGC 2682 Sand 364,Radial Velocity,1,121.71,,1.54,,4284,1.35
3305,NGC 2682 Sand 978,Radial Velocity,1,511.21,,2.18,628.93,4200,1.37
3306,NGC 2682 YBP 1194,Radial Velocity,1,6.959,,0.32,,5780,1.01
3307,NGC 2682 YBP 1514,Radial Velocity,1,5.118,,0.4,,5725,0.96
3308,NGC 2682 YBP 401,Radial Velocity,1,4.087,,0.46,,6165,1.14
3309,NGC 4349 127,Radial Velocity,1,677.8,2.38,19.8,2200,,3.9
3310,NGTS-1,Transit,1,2.647298,0.0326,0.812,224,3916,0.62
3311,NN Ser,Eclipse Timing Variations,2,5573.55,5.35,7.33,500,57000,0.54
3312,NN Ser,Eclipse Timing Variations,2,2883.5,3.43,2.3,500,57000,0.54
3313,NY Vir,Eclipse Timing Variations,1,2985.7,,2.78,,,
3314,OGLE-2003-BLG-235L,Microlensing,1,,4.3,2.6,5800,,0.63
3315,OGLE-2005-BLG-071L,Microlensing,1,,3.6,3.8,3200,,0.46
3316,OGLE-2005-BLG-169L,Microlensing,1,,3.5,0.04436,4100,,0.69
3317,OGLE-2005-BLG-390L,Microlensing,1,3285,2.6,0.017,6600,,0.22
3318,OGLE-2006-BLG-109L,Microlensing,2,1788.5,2.3,0.73,1510,,0.51
3319,OGLE-2006-BLG-109L,Microlensing,2,4927.5,4.5,0.27,1510,,0.51
3320,OGLE-2007-BLG-349L A,Microlensing,1,2557,2.59,0.25171,2760,,0.41
3321,OGLE-2007-BLG-368L,Microlensing,1,,3.3,0.06,5900,,0.64
3322,OGLE-2008-BLG-092L,Microlensing,1,,18,0.18,8100,,0.71
3323,OGLE-2008-BLG-355L,Microlensing,1,,1.7,4.6,6800,,0.37
3324,OGLE-2011-BLG-0251L,Microlensing,1,,2.72,0.53,2570,,0.26
3325,OGLE-2011-BLG-0265L,Microlensing,1,,1.89,0.88,4380,,0.21
3326,OGLE-2012-BLG-0026L,Microlensing,2,,4,0.145,4019,,1.06
3327,OGLE-2012-BLG-0026L,Microlensing,2,,4.8,0.86,4019,,1.06
3328,OGLE-2012-BLG-0358L,Microlensing,1,,0.87,1.85,1760,,0.02
3329,OGLE-2012-BLG-0406L,Microlensing,1,,3.45,2.73,4970,,0.44
3330,OGLE-2012-BLG-0563L,Microlensing,1,,0.9,0.39,1300,,0.34
3331,OGLE-2012-BLG-0724L,Microlensing,1,,1.6,0.47,6700,,0.29
3332,OGLE-2012-BLG-0950L,Microlensing,1,,2.7,0.11012,3000,,0.56
3333,OGLE-2013-BLG-0102L,Microlensing,1,,0.8,12.569,3040,,0.1
3334,OGLE-2013-BLG-0132L,Microlensing,1,,3.6,0.29,3900,,0.54
3335,OGLE-2013-BLG-0341L B,Microlensing,1,,0.883,0.0073,1161,,0.15
3336,OGLE-2013-BLG-1721L,Microlensing,1,,2.6,0.64,6300,,0.46
3337,OGLE-2014-BLG-0124L,Microlensing,1,,3.11,0.51,4100,,0.71
3338,OGLE-2014-BLG-0676L,Microlensing,1,,4.4,3.09,2220,,0.62
3339,OGLE-2014-BLG-1760,Microlensing,1,,1.75,0.56,6860,,0.51
3340,OGLE-2015-BLG-0051L,Microlensing,1,,0.73,0.72,8200,,0.1
3341,OGLE-2015-BLG-0954L,Microlensing,1,,1.2,3.9,600,,0.33
3342,OGLE-2015-BLG-0966L,Microlensing,1,,2.1,0.06607,2500,,0.38
3343,OGLE-2016-BLG-0263L,Microlensing,1,,5.4,4.1,6500,,0.13
3344,OGLE-2016-BLG-0613L AB,Microlensing,1,,6.4,4.18,3410,,0.72
3345,OGLE-2016-BLG-1190L,Microlensing,1,1224,2.17,13.38,6770,,0.88
3346,OGLE-2016-BLG-1195L,Microlensing,1,,1.16,0.0045,3910,,0.08
3347,OGLE-TR-056,Transit,1,1.2119189,0.02383,1.39,,6050,1.23
3348,OGLE-TR-10,Transit,1,3.101278,0.0434,0.62,,5950,1.14
3349,OGLE-TR-111,Transit,1,4.0144463,0.0473,,,5040,0.85
3350,OGLE-TR-113,Transit,1,1.4324752,0.02289,1.26,600,4790,0.78
3351,OGLE-TR-132,Transit,1,1.689868,0.03035,1.18,2500,6210,1.3
3352,OGLE-TR-182,Transit,1,3.9791,0.051,1.01,,5924,1.14
3353,OGLE-TR-211,Transit,1,3.67724,0.051,1.03,,6325,1.33
3354,OGLE2-TR-L9,Transit,1,2.4855335,0.0308,4.5,,6933,1.52
3355,Oph 11,Imaging,1,7300000,243,14,125,2375,0.02
3356,PH1,Transit,1,138.317,0.652,0.531,1000,6407,1.53
3357,PH2,Transit,1,282.5255,0.828,,,5629,0.94
3358,POTS-1,Transit,1,3.1606296,0.03734,2.31,1200,4400,0.69
3359,PSR B1257+12,Pulsar Timing,3,25.262,0.19,0.00006,600,,
3360,PSR B1257+12,Pulsar Timing,3,66.5419,0.36,0.01353,600,,
3361,PSR B1257+12,Pulsar Timing,3,98.2114,0.46,0.01227,600,,
3362,PSR B1620-26,Pulsar Timing,1,,23,2.5,,,1.35
3363,PSR J1719-1438,Pulsar Timing,1,0.09070629,0.0044,1.2,1200,4500,1.4
3364,PSR J2322-2650,Pulsar Timing,1,0.322964,0.0102,0.7949,230,,1.4
3365,Pr0201,Radial Velocity,1,4.4264,,0.54,,6174,1.23
3366,Pr0211,Radial Velocity,2,2.1461,0.03176,1.88,,5300,0.94
3367,Pr0211,Radial Velocity,2,4850,5.5,7.79,,5300,0.94
3368,Proxima Cen,Radial Velocity,1,11.186,0.0485,0.004,1.29,3050,0.12
3369,Qatar-1,Transit,1,1.4200242,0.02332,1.294,,5013,0.84
3370,Qatar-2,Transit,1,1.33711647,0.02153,2.494,,4645,0.74
3371,Qatar-3,Transit,1,2.5079204,0.03783,4.31,,6007,1.15
3372,Qatar-4,Transit,1,1.8053564,0.02803,6.1,,5215,0.9
3373,Qatar-5,Transit,1,2.8792319,0.04127,4.32,,5747,1.13
3374,ROXs 12,Imaging,1,,210,16,120,3850,0.87
3375,ROXs 42 B,Imaging,1,,157,9,135,,1
3376,RR Cae,Eclipse Timing Variations,1,4343.5,5.3,4.2,,,0.44
3377,Ross 128,Radial Velocity,1,9.8658,0.0496,0.0044,3.38,3192,0.17
3378,Ross 458,Imaging,1,,1168,6.28536,11.43,,
3379,SR 12 AB,Imaging,1,,,13,,,
3380,SWEEPS-11,Transit,1,1.796,0.03,9.7,8500,,1.1
3381,SWEEPS-4,Transit,1,4.2,0.055,3.8,8500,,1.24
3382,TAP 26,Radial Velocity,1,10.79,0.0968,1.66,147,4620,1.04
3383,TRAPPIST-1,Transit,7,1.51087081,0.01111,0.00267,12.1,2559,0.08
3384,TRAPPIST-1,Transit,7,2.4218233,0.01521,0.00434,12.1,2559,0.08
3385,TRAPPIST-1,Transit,7,4.04961,0.02144,0.00129,12.1,2559,0.08
3386,TRAPPIST-1,Transit,7,6.099615,0.02817,0.00195,12.1,2559,0.08
3387,TRAPPIST-1,Transit,7,9.20669,0.0371,0.00214,12.1,2559,0.08
3388,TRAPPIST-1,Transit,7,12.35294,0.0451,0.00422,12.1,2559,0.08
3389,TRAPPIST-1,Transit,7,18.767,,,12.1,2559,0.08
3390,TYC 1422-614-1,Radial Velocity,2,198.4,0.69,2.5,759,4806,1.15
3391,TYC 1422-614-1,Radial Velocity,2,559.3,1.37,10,759,4806,1.15
3392,TYC 3318-01333-1,Radial Velocity,1,562,1.414,3.42,555.32,4776,1.19
3393,TYC 3667-1280-1,Radial Velocity,1,26.468,0.21,5.4,481,5130,1.87
3394,TYC 4282-00605-1,Radial Velocity,1,101.54,0.422,10.78,700,4300,0.97
3395,TrES-1,Transit,1,3.030065,0.03925,0.752,150,5230,0.88
3396,TrES-2,Transit,1,2.47061317,0.0367,1.197,213,5850,0.98
3397,TrES-3,Transit,1,1.30618581,0.02282,1.91,228,5650,0.93
3398,TrES-4,Transit,1,3.55392771,0.0516,0.494,492,6295,1.45
3399,TrES-5,Transit,1,1.48224686,0.02459,1.79,360,5171,0.9
3400,USco CTIO 108,Imaging,1,,670,14,,2700,0.06
3401,UZ For,Eclipse Timing Variations,2,5840,5.9,6.3,,,0.7
3402,UZ For,Eclipse Timing Variations,2,1916.25,2.8,7.7,,,0.7
3403,V0391 Peg,Pulsation Timing Variations,1,1170,1.7,3.2,1400,29300,0.5
3404,V830 Tau,Radial Velocity,1,4.927,0.057,0.7,150,4250,1
3405,VHS J125601.92-125723.9,Imaging,1,,102,11.2,12.7,2620,0.07
3406,WASP-1,Transit,1,2.5199454,0.03889,0.854,408,,1.24
3407,WASP-10,Transit,1,3.0927616,0.03781,3.15,90,4675,0.75
3408,WASP-100,Transit,1,2.849375,0.0457,2.03,,6900,1.57
3409,WASP-101,Transit,1,3.585722,0.0506,0.5,,6400,1.34
3410,WASP-103,Transit,1,0.925542,0.01985,1.49,470,6110,1.22
3411,WASP-104,Transit,1,1.7554137,0.02918,1.272,143,5475,1.08
3412,WASP-105,Transit,1,7.87288,0.075,1.8,,5070,0.89
3413,WASP-106,Transit,1,9.289715,0.0917,1.925,283,6055,1.19
3414,WASP-107,Transit,1,5.72149,0.055,0.12,,4430,0.69
3415,WASP-11,Transit,1,3.7224747,0.0435,0.487,121.7,4980,0.83
3416,WASP-113,Transit,1,4.54216875,0.05885,0.475,360,5890,1.32
3417,WASP-114,Transit,1,1.5487743,0.02851,1.769,460,5940,1.29
3418,WASP-117,Transit,1,10.02165,0.09459,0.2755,,6038,1.13
3419,WASP-118,Transit,1,4.0460435,0.05453,0.514,,6410,1.32
3420,WASP-119,Transit,1,2.49979,0.0363,1.23,333,5650,1.02
3421,WASP-12,Transit,1,1.0914203,0.0234,1.47,,6360,1.43
3422,WASP-120,Transit,1,3.6112706,0.0514,4.85,437,6450,1.39
3423,WASP-121,Transit,1,1.2749255,0.02544,1.183,270,6459,1.35
3424,WASP-123,Transit,1,2.9776412,0.04263,0.899,214,5740,1.17
3425,WASP-124,Transit,1,3.37265,0.0449,0.6,433,6050,1.07
3426,WASP-126,Transit,1,3.2888,0.0449,0.28,234,5800,1.12
3427,WASP-127,Transit,1,4.178062,0.052,0.18,102,5620,1.08
3428,WASP-129,Transit,1,5.748145,0.0628,1,246,5900,1
3429,WASP-13,Transit,1,4.353011,0.05362,0.477,155,5826,1.09
3430,WASP-130,Transit,1,11.55098,0.1012,1.23,180,5625,1.04
3431,WASP-131,Transit,1,5.322023,0.0607,0.27,250,6030,1.06
3432,WASP-132,Transit,1,7.133521,0.067,0.41,120,4775,0.8
3433,WASP-133,Transit,1,2.176423,0.0345,1.16,547,5700,1.16
3434,WASP-135,Transit,1,1.4013794,0.0243,1.9,300,5675,0.98
3435,WASP-136,Transit,1,5.215357,0.0661,1.51,164,6260,1.41
3436,WASP-138,Transit,1,3.634433,0.0494,1.22,308,6272,1.22
3437,WASP-139,Transit,1,5.924262,0.062,0.117,230,5310,0.92
3438,WASP-14,Transit,1,2.243752,0.036,7.341,160,6475,1.21
3439,WASP-140,Transit,1,2.2359835,0.0323,2.44,180,5260,0.9
3440,WASP-141,Transit,1,3.310651,0.0469,2.69,570,5900,1.25
3441,WASP-142,Transit,1,2.052868,0.0347,0.84,840,6010,1.33
3442,WASP-15,Transit,1,3.7520656,0.0499,0.542,,6300,1.18
3443,WASP-151,Transit,1,4.533471,0.055,0.31,,5871,1.08
3444,WASP-153,Transit,1,3.332609,0.048,0.39,430,5914,1.34
3445,WASP-156,Transit,1,3.836169,0.0453,0.128,140,4910,0.84
3446,WASP-157,Transit,1,3.9516205,0.0529,0.574,,5838,1.26
3447,WASP-16,Transit,1,3.1186009,0.0421,0.855,,5700,1.02
3448,WASP-167,Transit,1,2.0219596,0.0365,8,381,7000,1.59
3449,WASP-17,Transit,1,3.735438,0.0515,0.486,400,6650,1.31
3450,WASP-18,Transit,1,0.94145299,0.02026,10.43,105.49,6400,1.28
3451,WASP-19,Transit,1,0.78883899,0.01634,1.069,250,5568,0.9
3452,WASP-2,Transit,1,2.152226,0.03138,0.915,166,5200,0.89
3453,WASP-20,Transit,1,4.8996284,0.06,0.311,210,5940,1.2
3454,WASP-21,Transit,1,4.322482,0.052,0.3,242,5800,0.89
3455,WASP-22,Transit,1,3.53273064,0.0489,0.617,300,6153,1.25
3456,WASP-23,Transit,1,2.9444256,0.0376,0.884,,5150,0.78
3457,WASP-24,Transit,1,2.34121242,0.03651,1.071,,6075,1.18
3458,WASP-25,Transit,1,3.764825,0.0473,0.58,,5703,1
3459,WASP-26,Transit,1,2.7566004,0.03985,1.028,250,5939,1.11
3460,WASP-28,Transit,1,3.40883,0.04469,0.907,410,6150,1.02
3461,WASP-29,Transit,1,3.922727,0.0457,0.244,70,4800,0.82
3462,WASP-3,Transit,1,1.8468355,0.0315,1.98,220,6400,1.23
3463,WASP-31,Transit,1,3.4059096,0.04659,0.478,360,6302,1.16
3464,WASP-32,Transit,1,2.718659,0.0394,3.6,,6100,1.1
3465,WASP-33,Transit,1,1.2198669,0.02555,4.1,116.14,7430,1.5
3466,WASP-34,Transit,1,4.3176782,0.0524,0.59,120,5700,1.01
3467,WASP-35,Transit,1,3.161575,0.04317,0.72,,5990,1.07
3468,WASP-36,Transit,1,1.53736596,0.02677,2.361,450,5959,1.08
3469,WASP-37,Transit,1,3.577469,0.0446,1.8,343,5800,0.93
3470,WASP-38,Transit,1,6.871815,0.07522,2.691,110,6150,1.2
3471,WASP-39,Transit,1,4.055259,0.0486,0.28,230,5400,0.93
3472,WASP-4,Transit,1,1.33823251,,1.216,300,5436,0.89
3473,WASP-41,Transit,2,3.052404,0.04,0.94,180,5545,0.93
3474,WASP-41,Radial Velocity,2,421,1.07,3.18,180,5545,0.93
3475,WASP-42,Transit,1,4.9816819,0.0561,0.527,160,5315,0.95
3476,WASP-43,Transit,1,0.813475,0.0142,1.78,80,4400,0.58
3477,WASP-44,Transit,1,2.4238039,0.03473,0.889,,5410,0.95
3478,WASP-45,Transit,1,3.126096,0.0405,1.002,,5100,0.9
3479,WASP-46,Transit,1,1.43036763,0.02335,1.91,,5600,0.83
3480,WASP-47,Transit,4,4.16071,0.052,1.21,200,5576,1.11
3481,WASP-47,Radial Velocity,4,580.7,1.41,1.57,200,5576,1.11
3482,WASP-47,Transit,4,9.095,0.088,0.05286,200,5576,1.11
3483,WASP-47,Transit,4,0.789636,0.0173,0.02863,200,5576,1.11
3484,WASP-48,Transit,1,2.14363544,0.0332,0.907,,6000,1.06
3485,WASP-49,Transit,1,2.7817387,0.0379,0.378,170,5600,0.94
3486,WASP-5,Transit,1,1.6284279,0.0267,1.58,300,5700,0.96
3487,WASP-50,Transit,1,1.9550959,0.02945,1.468,230,5400,0.89
3488,WASP-52,Transit,1,1.7497798,0.0272,0.46,140,5000,0.87
